Index,Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
855,1 BHK Ready to Occupy Flat for sale in Samruddhi Evergreens Badlapur,"Carefully laid out in the prime location of Badlapur in Thane, this spacious 1 BHK flat on sale is a meticulously planned project. It is in a prime location within the Samruddhi Evergreens. This flat for resale has a desirable location. This apartment ready to move in the Badlapur is available for an attractive price of INR 22 Lac. This immaculate flat boasts of coming in unfurnished form which takes the entire deal to the next level. This 1 BHK flat boasts of being in close proximity to significant landmarks like near poddar international school that enhance the overall living experience.",22 Lac ,3929,thane,360 sqft,Ready to Move,1 out of 4,Resale,Unfurnished,North - East,Main Road,Samruddhi Evergreens,1,,,,,,
856,1 BHK Ready to Occupy Flat for sale in Royal park Ambernath East Ambernath East,"One can find this stunning 1 BHK flat for sale in Ambernath East, Thane. The property is ideally located in a strategic location in Royal Park Ambernath East township. This flat all equipped with required facilities, is up for resale. You can buy this ready to move flat in Ambernath East at a reasonable price of INR 27 Lac. This contemporary apartment is unfurnished.",27 Lac ,4538,thane,,Ready to Move,2 out of 7,Resale,Unfurnished,,,Royal park Ambernath East,1,,,,595 sqft,,
857,2 BHK Ready to Occupy Flat for sale in Vasant Fiona Vartak Nagar,"This lovely 2 BHK Flat in Vartak Nagar, Thane is up for sale. This flat is situated within the renown township of Vasant Fiona. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! This ready to move flat in Vartak Nagar comes at an affordable price of INR 1.56 Cr. The flat is available in furnished condition.",1.56 Cr ,19379,thane,575 sqft,Ready to Move,8 out of 11,Resale,Furnished,,,Vasant Fiona,2,,,,,,
858,2 BHK Ready to Occupy Flat for sale in Vasant Fiona Majiwada,"This gorgeous 2 BHK Flat is available for sale in Majiwada, Thane. This flat is situated within the renown township of Vasant Fiona. Your hunt for the perfect apartment for resale comes to an end here. This apartment ready to move in the Majiwada is available for an attractive price of INR 1.56 Cr. It is furnished to accommodate your needs.",1.56 Cr ,19379,thane,575 sqft,Ready to Move,8 out of 11,Resale,Furnished,,,Vasant Fiona,2,,,,,,
859, Studio Apartment for sale Kalyan East,Your hunt for the perfect apartment for resale comes to an end here. This ready to move flat in Kalyan East can be taken at a very economical pricing of INR 12.2 Lac. The apartment is semi-furnished.,12.2 Lac ,3300,thane,,Ready to Move,1 out of 4,Resale,Semi-Furnished,,,,1,,,,370 sqft,,
860,2 BHK Ready to Occupy Flat for sale in Puraniks Rumah Bali Bhayandarpada,"Have a look at this immaculate 2 BHK flat for sale in Bhayandarpada, Thane. Situated in the excellent Puraniks Rumah Bali township. The flat enjoys a prime location. This apartment for resale is a great choice. The ready to move flat in the prime area of Bhayandarpada is available at a reasonable price of INR 78 Lac. This immaculate flat boasts of coming in unfurnished form which takes the entire deal to the next level. Some nearby landmarks are its near from upcoming metro station.",78 Lac ,10400,thane,575 sqft,Ready to Move,12 out of 29,Resale,Unfurnished,North - East,"Garden/Park, Pool, Main Road",Puraniks Rumah Bali,2,2,1 Covered,Co-operative Society,,,
861,2 BHK Ready to Occupy Flat for sale in Godrej Emerald Bhayandarpada,"This exquisite 2 BHK Flat is offered for sale in Bhayandarpada, Thane. The property is ideally located in a strategic location in Godrej Emerald township. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! This ready to move flat in Bhayandarpada comes at an affordable price of INR 90 Lac. The flat is sold in unfurnished condition.",90 Lac ,13081,thane,525 sqft,Ready to Move,4 out of 27,Resale,Unfurnished,,Main Road,Godrej Emerald,2,,,Freehold,,,
862,1 BHK Ready to Occupy Flat for sale Balkum Pada,"Up for immediate sale is a 1 BHK apartment in Balkum village, Thane. Don't miss this bargain flat for sale. This flat for resale is a choice property. You can buy this ready to move flat in Balkum village at a reasonable price of INR 34 Lac. The flat is semi-furnished and makes for an ideal choice for any family.",34 Lac ,8500,thane,,Ready to Move,1 out of 8,Resale,Semi-Furnished,,,,1,,,,400 sqft,,
863,2 BHK Ready to Occupy Flat for sale Virar Thane,2 BHK flat available for sale in Thane in the prime location of Virar. This flat for resale is just the type of property you have been searching for! This apartment ready to move in the Virar is available for an attractive price of INR 41 Lac. It is semi-furnished to accommodate your needs.,41 Lac ,4556,thane,622 sqft,Ready to Move,8 out of 20,Resale,Semi-Furnished,,Garden/Park,,2,1,,Power Of Attorney,,,
864,2 BHK Ready to Occupy Flat for sale in Rustomjee Atelier Majiwada,This ready to move-in 2 BHK flat is available for sale at the premium Majiwada in Thane. It enjoys an excellent location within the Rustomjee Atelier. This flat for resale has a desirable location. This ready to move flat in Majiwada comes at an affordable price of INR 96 Lac. The flat is unfurnished and is suitable for any family size. The flat is in close proximity to prominent landmarks like near eastern express highway majiwada thane.,96 Lac ,10667,thane,586 sqft,Ready to Move,8 out of 20,Resale,Unfurnished,East,"Garden/Park, Main Road",Rustomjee Atelier,2,1,1 Covered,Freehold,,,
865,1 BHK Ready to Occupy Flat for sale Ghantali,"Ghantali, Thane has an attractive 1 BHK Flat for sale. This flat for sale is a choice property. This ready to move flat in Ghantali comes at an affordable price of INR 1.17 Cr. The flat is sold in unfurnished condition. naupada are some of the well-known landmarks in this locality.",1.17 Cr ,16250,thane,510 sqft,Ready to Move,5 out of 7,New Property,Unfurnished,East,"Garden/Park, Main Road",,1,1,1 Covered,Freehold,,,
866,2 BHK Ready to Occupy Flat for sale Ambernath,"This beautiful 2 BHK Flat is available for sale in Ambernath, Thane. This flat is an attractive property for resale. The ready to move flat in Ambernath is all ready for sale at a low-priced budget of INR 24 Lac. The flat is uniquely designed to enhance the living style. It is unfurnished, studded with all the basic facilities.",24 Lac ,4898,thane,,Ready to Move,1 out of 4,Resale,Unfurnished,,,,1,,,,490 sqft,,
867,1 BHK Ready to Occupy Flat for sale in Runwal Mycity Phase 2 Dombivli East,"Up for immediate sale is a 1 BHK apartment in Dombivli East, Thane. Don't miss this bargain flat for sale. Situated in the Runwal Mycity Phase 2 township, it has a prime location. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! The ready to move flat in Dombivli East is all ready for sale at a low-priced budget of INR 38 Lac. It is unfurnished to accommodate your needs. Significant landmarks in its proximity are ryan international school, runwal my city.",38 Lac ,7803,thane,406 sqft,Ready to Move,2 out of 23,Resale,Unfurnished,South -West,,Runwal Mycity Phase 2,2,2,180 Covered,Freehold,,,
868, Studio Apartment for sale in Mhatre Apt Nandivli,"Situated in the Mhatre Apt township, it has a prime location. This flat for resale is the perfect property for you! This ready to move property in Nandivli is readily available within an affordable cost of INR 19 Lac. This flat is an ideal choice because it is an unfurnished apartment with all basic amenities. royal college are some of the key nearby landmarks.",19 Lac ,5588,thane,,Ready to Move,Ground out of 5,Resale,Unfurnished,East,Main Road,Mhatre Apt,1,,,Co-operative Society,340 sqft,,
869,2 BHK Ready to Occupy Flat for sale Amrut Paradise Manisha Nagar Thane,"This attractive 2 BHK apartment can be found for sale in Amrut Paradise Manisha Nagar, Thane. This flat is an attractive property for resale. This ready to move flat in Amrut Paradise Manisha Nagar can be availed at a reasonable price of INR 95 Lac. This contemporary apartment is semi-furnished.",95 Lac ,11047,thane,,Ready to Move,9 out of 21,Resale,Semi-Furnished,,,,2,,,,860 sqft,,
870,1 BHK Ready to Occupy Flat for sale Talav Pali,"This magnificent 1 BHK Flat is available for sale in Talav Pali, Thane. Your search ends here, because this flat for resale is among the best bargains in town. This ready to move flat in Talav Pali comes at an affordable price of INR 28 Lac.",28 Lac ,11200,thane,,Ready to Move,3 out of 4,Resale,,,,,1,,,,250 sqft,,
871,2 BHK Ready to Occupy Flat for sale Talav Pali,"This magnificent 2 BHK Flat is available for sale in Talav Pali, Thane. This flat for resale is just the type of property you have been searching for! This apartment ready to move in the Talav Pali is available for an attractive price of INR 1.65 Cr.",1.65 Cr ,15000,thane,,Ready to Move,5 out of 7,Resale,,,,,2,,,,1100 sqft,,
872, Studio Apartment for sale Talav Pali,"This flat all equipped with required facilities, is up for resale. This apartment ready to move in the Talav Pali is available for an attractive price of INR 40 Lac.",9 Lac ,3600,thane,,Ready to Move,1 out of 4,Resale,,,,,,,,,250 sqft,,
873,2 BHK Ready to Occupy Flat for sale in Rustomjee Atelier Majiwada,"This exquisite 2 BHK Flat is offered for sale in Majiwada, Thane. Strategically situated in the Rustomjee Atelier site, it is placed at a prime location. Your hunt for the perfect apartment for resale comes to an end here. The ready to move flat in Majiwada is all ready for sale at a low-priced budget of INR 97 Lac. The apartment is unfurnished. The flat is in close proximity to prominent landmarks like near eastern express highway majiwada thane.",97 Lac ,10778,thane,586 sqft,Ready to Move,10 out of 20,Resale,Unfurnished,East,"Garden/Park, Main Road",Rustomjee Atelier,2,1,1 Covered,Freehold,,,
874,2 BHK Ready to Occupy Flat for sale in The Icon by Risland Dhokali,"This ready to move-in 2 BHK flat is available for sale at the premium Dhokali in Thane. It is housed in the well-planned The Icon By Risland township in an advantageous location. This flat for resale is a choice property. Located in Dhokali, this ready to move apartment is sold at a fair selling price of INR 1.50 Cr. This leading project is ready for possession as of Jun '23. The apartment is unfurnished. Landmarks near the apartment include prime location at a walking distance of thane creek, malls and multiplex to enjoy nearby. hospital, schools and dmart at a walking distance..",1.50 Cr ,13636,thane,750 sqft,Ready to Move,28 out of 30,Resale,Unfurnished,East,Main Road,The Icon by Risland,2,4,,Freehold,,,
875,2 BHK Ready to Occupy Flat for sale in Sarvodaya Leela Thakurli,"This beautiful 2 BHK Flat is available for sale in Thakurli, Thane. It is housed in the well-planned Sarvodaya Leela township in an advantageous location. This is a desirable apartment for resale. The ready to move flat in Thakurli is all ready for sale at a low-priced budget of INR 80 Lac. This contemporary apartment is furnished. near dns bank 90 feet road thakurli are some of the key nearby landmarks.",80 Lac ,7576,thane,725 sqft,Ready to Move,8 out of 14,Resale,Furnished,East,"Garden/Park, Main Road",Sarvodaya Leela,2,3,1 Open,Co-operative Society,,,
876,2 BHK Ready to Occupy Flat for sale in Rustomjee Atelier Majiwada,"One can find this stunning 2 BHK flat for sale in Majiwada, Thane. It enjoys an excellent location within the Rustomjee Atelier. This flat is an attractive property for resale. The ready to move flat in Majiwada is all ready for sale at a low-priced budget of INR 98 Lac. This flat is an ideal choice because it is an unfurnished apartment with all basic amenities. This 2 BHK flat boasts of being in close proximity to significant landmarks like near eastern express highway majiwada thane that enhance the overall living experience.",98 Lac ,10889,thane,586 sqft,Ready to Move,11 out of 20,Resale,Unfurnished,East,"Garden/Park, Main Road",Rustomjee Atelier,2,1,1 Covered,Freehold,,,
877,2 BHK Ready to Occupy Flat for sale Dombivli East,"This attractive 2 BHK apartment can be found for sale in Dombivli East, Thane. This is a desirable apartment for resale. The ready to move flat in Dombivli East is all ready for sale at a low-priced budget of INR 90 Lac. The apartment is unfurnished.",90 Lac ,8571,thane,,Ready to Move,7 out of 7,Resale,Unfurnished,,,,2,,,,1050 sqft,,
878,1 BHK Ready to Occupy Flat for sale Sonar Pada,"This magnificent 1 BHK Flat is available for sale in Sonar Pada, Thane. Your hunt for the perfect apartment for resale comes to an end here. This ready to move property in Sonar Pada is readily available within an affordable cost of INR 28 Lac. The apartment is unfurnished.",Call for Price,,thane,,Ready to Move,4 out of 4,Resale,Unfurnished,,,,1,,,,650 sqft,,
879,2 BHK Ready to Occupy Flat for sale in Metro Residency Kalyan,"This ready to move-in 2 BHK flat is available for sale at the premium Kalyan in Thane. Well-tucked in the Metro Residency township, the property is easily accessible. This flat is an attractive property for resale. The ready to move flat in the prime area of Kalyan is available at a reasonable price of INR 85 Lac. The flat is sold in semi-furnished condition. Some nearby landmarks are beside metro mall.",85 Lac ,8019,thane,,Ready to Move,21 out of 23,Resale,Semi-Furnished,,"Pool, Garden/Park, Main Road",Metro Residency,2,3,1 Covered,,1060 sqft,,
880,1 BHK Ready to Occupy Flat for sale Anand Nagar Thane West,"This exquisite 1 BHK Flat is offered for sale in Anand Nagar Thane West, Thane. Your search ends here, because this flat for sale is among the best bargains in town. Located in Anand Nagar Thane West, this ready to move apartment is sold at a fair selling price of INR 59 Lac. It is unfurnished to accommodate your needs.",59 Lac ,10727,thane,,Ready to Move,15 out of 19,New Property,Unfurnished,,,,2,,,,550 sqft,,
881,1 BHK Ready to Occupy Flat for sale Anand Nagar Thane West,"This gorgeous 1 BHK Flat is available for sale in Anand Nagar Thane West, Thane. Your hunt for the perfect apartment for sale comes to an end here. This ready to move flat in Anand Nagar Thane West comes at an affordable price of INR 60 Lac. The apartment is unfurnished.",60 Lac ,10909,thane,,Ready to Move,16 out of 19,New Property,Unfurnished,,,,2,,,,550 sqft,,
882,1 BHK Ready to Occupy Flat for sale Anand Nagar Thane West,"Carefully laid out in the prime location of Anand Nagar Thane West in Thane, this spacious 1 BHK flat on sale is a meticulously planned project. This flat for sale is a choice property. This ready to move flat in Anand Nagar Thane West comes at an affordable price of INR 60 Lac. The flat is unfurnished and makes for an ideal choice for any family.",60 Lac ,12500,thane,,Ready to Move,15 out of 19,New Property,Unfurnished,,,,2,,,,480 sqft,,
883,1 BHK Ready to Occupy Flat for sale Ambernath,"Ambernath, Thane has an appealing 1 BHK flat for sale with various amenities. This flat for resale is the perfect property for you! This ready to move flat in Ambernath is available for a reasonable price of INR 21 Lac. The flat is unfurnished and makes for an ideal choice for any family.",Call for Price,,thane,,Ready to Move,Ground out of 8,Resale,Unfurnished,,,,1,,,,492 sqft,,
884,"1 BHK Ready to Occupy Flat for sale Asangaon, Thane Thane","One can find this stunning 1 BHK flat for sale in Asangaon, Thane, Thane. Your search ends here, because this flat for resale is among the best bargains in town. This ready to move flat in Asangaon, Thane is available for a reasonable price of INR 16 Lac. The spacious apartment is unfurnished.",16 Lac ,4103,thane,,Ready to Move,2 out of 3,Resale,Unfurnished,,,,1,,,,390 sqft,,
885,1 BHK Ready to Occupy Flat for sale in Lodha Amara Kolshet,"This exquisite 1 BHK Flat is offered for sale in Kolshet, Thane. This flat is situated within the renown township of Lodha Amara. This flat for resale is a choice property. This apartment in one of the significant areas of Kolshet is ready to move, and can be purchased at the best price of INR 75.1 Lac. The flat is sold in semi-furnished condition. Some neighbouring landmarks are kolshet, thane west, mumbai..",75.1 Lac ,12008,thane,472 sqft,Ready to Move,15 out of 28,Resale,Semi-Furnished,North - East,Garden/Park,Lodha Amara,2,,1 Covered,Freehold,,,
886,1 BHK Ready to Occupy Flat for sale in Lodha Splendora Bhayandarpada,"One can find this stunning 1 BHK flat for sale in Bhayandarpada, Thane. It is based at Lodha Splendora complex, that occupies a prominent place in the locality. This flat is an attractive property for resale. This ready to move flat in Bhayandarpada comes at an affordable price of INR 59 Lac. The spacious apartment is unfurnished. opp. puranik rumah bali. are some major landmarks near the apartment.",59 Lac ,8859,thane,440 sqft,Ready to Move,22 out of 30,Resale,Unfurnished,West,Garden/Park,Lodha Splendora,2,,1 Covered,Freehold,,,
887,2 BHK Ready to Occupy Flat for sale Louis Wadi,"This lovely 2 BHK Flat in Louis Wadi, Thane is up for sale. Your search ends here, because this flat for sale is among the best bargains in town. This ready to move flat in Louis Wadi comes at an affordable price of INR 1.06 Cr. The apartment is unfurnished. This 2 BHK flat boasts of being in close proximity to significant landmarks like louiswadi that enhance the overall living experience.",1.06 Cr ,10600,thane,605 sqft,Ready to Move,5 out of 7,New Property,Unfurnished,East,Main Road,,2,2,1 Open,Freehold,,,
888,2 BHK Ready to Occupy Flat for sale Shreerang society Thane,2 BHK flat available for sale in Thane in the prime location of Shreerang society . This flat for resale has a desirable location. This ready to move flat is offered at an economical price of INR 1.04 Cr. The spacious apartment is semi-furnished. Some neighbouring landmarks are shreerang vidyalaya school.,1.04 Cr ,10667,thane,,Ready to Move,1 out of 2,Resale,Semi-Furnished,East,"Garden/Park, Main Road",,2,1,2 Covered,Co-operative Society,975 sqft,,
889,1 BHK Ready to Occupy Flat for sale Dombivli West,"Dombivli West, Thane has an attractive 1 BHK Flat for sale. This flat for resale is a choice property. This apartment in one of the significant areas of Dombivli West is ready to move, and can be purchased at the best price of INR 55 Lac. The flat is available in unfurnished condition. Significant landmarks in its proximity are near kdmc garden.",55 Lac ,6875,thane,600 sqft,Ready to Move,2 out of 4,Resale,Unfurnished,North - East,"Garden/Park, Main Road",,2,,,Leasehold,,,
890,1 BHK Ready to Occupy Flat for sale in Vijay Galaxy Ghodbunder Road,"Have a look at this immaculate 1 BHK flat for sale in Ghodbunder Road, Thane. It enjoys an excellent location within the Vijay Galaxy. This apartment is a property of choice for resale. This ready to move flat in Ghodbunder Road is available for a reasonable price of INR 74 Lac. The flat is unfurnished and is suitable for any family size. waghbil naka, near dmart are some major landmarks near the apartment.",74 Lac ,10963,thane,455 sqft,Ready to Move,25 out of 28,Resale,Unfurnished,West,"Garden/Park, Pool",Vijay Galaxy,2,2,1 Covered,Freehold,,,
891,2 BHK Ready to Occupy Flat for sale in Devashree Park Kolshet,"Up for immediate sale is a 2 BHK apartment in Kolshet, Thane. Don't miss this bargain flat for sale. It enjoys an excellent location within the Devashree Park. Your search ends here, because this flat for resale is among the best bargains in town. This ready to move flat in Kolshet can be availed at a reasonable price of INR 1 Cr. The flat is semi-furnished and makes for an ideal choice for any family. The flat is easily approachable because it is near to the property is close to prime location has a reputed school..",1 Cr ,9681,thane,765 sqft,Ready to Move,2 out of 14,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",Devashree Park,2,,1 Covered,Freehold,,,
892,2 BHK Ready to Occupy Flat for sale in Sheth Avalon Majiwada,This ready to move-in 2 BHK flat is available for sale at the premium Majiwada in Thane. It is in a prime location within the Sheth Avalon. This flat for resale is a choice property. This ready to move flat located in Majiwada is available for purchase at a fair price of INR 1.20 Cr. The flat is semi-furnished and makes for an ideal choice for any family.,1.20 Cr ,15605,thane,,Ready to Move,11 out of 17,Resale,Semi-Furnished,,,Sheth Avalon,3,,,,769 sqft,,
893,2 BHK Ready to Occupy Flat for sale Vishnu Nagar Thane West,"This exquisite 2 BHK Flat is offered for sale in Vishnu Nagar, Thane. This flat for resale is a choice property. In Vishnu Nagar, this ready to move flat is available at an attractive price of INR 1.40 Cr.",1.40 Cr ,24138,thane,,Ready to Move,9 out of 13,Resale,,,,,2,,,,580 sqft,,
894,2 BHK Ready to Occupy Flat for sale Vishnu Nagar Thane West,"This beautiful 2 BHK Flat is available for sale in Vishnu Nagar, Thane. This flat is an attractive property for resale. This ready to move flat in Vishnu Nagar comes at an affordable price of INR 1.90 Cr.",1.90 Cr ,31405,thane,,Ready to Move,10 out of 12,Resale,,,,,2,,,,605 sqft,,
895,1 BHK Ready to Occupy Flat for sale Vitthalwadi,"This gorgeous 1 BHK Flat is available for sale in Vithalwadi, Thane. This flat for resale is a choice property. In Vithalwadi, this ready to move flat is available at an attractive price of INR 32 Lac.",32 Lac ,5644,thane,,Ready to Move,3 out of 4,Resale,,,,,1,,,,567 sqft,,
896,1 BHK Ready to Occupy Flat for sale Vitthalwadi,"Carefully laid out in the prime location of Vithalwadi in Thane, this spacious 1 BHK flat on sale is a meticulously planned project. This flat is available as a resale property. This ready to move flat in Vithalwadi comes at an affordable price of INR 30 Lac.",30 Lac ,5455,thane,,Ready to Move,1 out of 4,Resale,,,,,1,,,,550 sqft,,
897,3 BHK Ready to Occupy Flat for sale in Lodha Amara Kolshet Road,"Creatively planned and constructed is a 3 BHK flat for sale in Kolshet Road, Thane. Strategically situated in the Lodha Amara site, it is placed at a prime location. Your hunt for the perfect apartment for sale comes to an end here. Available at a reasonable selling price of INR 1.80 Cr, this ready to move apartment in Kolshet Road is a great buy. The flat is uniquely designed to enhance the living style. It is semi-furnished, studded with all the basic facilities. kolshet rd, kolshet industrial area, thane west, thane, maharashtra. are a few nearby landmarks.",1.80 Cr ,12857,thane,955 sqft,Ready to Move,20 out of 30,New Property,Semi-Furnished,East,"Garden/Park, Pool, Main Road",Lodha Amara,2,,2 Covered,Freehold,,,
898,2 BHK Ready to Occupy Flat for sale in Lodha Palava Lakeshore Greens Dombivli East,"Carefully laid out in the prime location of Dombivli East in Thane, this spacious 2 BHK flat on sale is a meticulously planned project. Ideally situated in the Lodha Palava Lakeshore Greens township it enjoys a prime location. This flat for resale is the perfect property for you! This ready to move flat in Dombivli East can be availed at a reasonable price of INR 53 Lac. This contemporary apartment is unfurnished. The property is strategically placed near prominent places as excellent 2 bhk, unused, vastu compliant at unbeatable price which make for the smooth living of residents.",53 Lac ,5403,thane,738 sqft,Ready to Move,4 out of 18,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Lodha Palava Lakeshore Greens,2,1,1 Covered,Freehold,,,
899,1 BHK Ready to Occupy Flat for sale in Nirmal Nagari Diva,"This gorgeous 1 BHK Flat is available for sale in Diva, Thane. This flat is situated in the Nirmal Nagari township and is equipped with premium facilities. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! This ready to move flat in Diva is available for a reasonable price of INR 33 Lac. This premium semi-furnished flat spells quality and comfort at a competitive price.",33 Lac ,,thane,576 sqft,Ready to Move,2 out of 7,Resale,Semi-Furnished,East,Garden/Park,Nirmal Nagari,1,1,,Co-operative Society,,,
900,1 BHK Ready to Occupy Flat for sale Naupada,"This lovely 1 BHK Flat in Naupada, Thane is up for sale. This flat all equipped with required facilities, is up for sale. In Naupada, this ready to move flat is available at an attractive price of INR 1.15 Cr. The flat is unfurnished and makes for an ideal choice for any family. Significant landmarks in its proximity are naupada.",1.15 Cr ,16667,thane,475 sqft,Ready to Move,5 out of 8,New Property,Unfurnished,East,"Garden/Park, Main Road",,1,1,1 Covered,Freehold,,,
901,2 BHK Ready to Occupy Flat for sale Dombivli East,"2 BHK flat available for sale in Thane in the prime location of Dombivli East. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! This apartment in one of the significant areas of Dombivli East is ready to move, and can be purchased at the best price of INR 50 Lac. The flat is unfurnished and is suitable for any family size.",50 Lac ,6667,thane,,Ready to Move,2 out of 23,Resale,Unfurnished,,,,2,,,,750 sqft,,
902,2 BHK Ready to Occupy Flat for sale in Piramal Vaikunth Balkum Pada,"Balkum village, Thane has an attractive 2 BHK Flat for sale. It is housed in the well-planned Piramal Vaikunth township in an advantageous location. This flat for sale is the perfect property for you! The ready to move flat in the prime area of Balkum village is available at a reasonable price of INR 1.40 Cr. The spacious apartment is unfurnished. The property is constructed with proximity to major landmarks like balkum pada.",1.40 Cr ,12324,thane,710 sqft,Ready to Move,16 out of 38,New Property,Unfurnished,East,Garden/Park,Piramal Vaikunth,2,1,1 Covered,Freehold,,,
903,1 BHK Ready to Occupy Flat for sale Anand Nagar Thane West,"This ready to move-in 1 BHK flat is available for sale at the premium Anand Nagar Thane West in Thane. Your hunt for the perfect apartment for sale comes to an end here. Located in Anand Nagar Thane West, this ready to move apartment is sold at a fair selling price of INR 61 Lac. This immaculate flat boasts of coming in unfurnished form which takes the entire deal to the next level.",61 Lac ,12708,thane,,Ready to Move,10 out of 19,New Property,Unfurnished,,,,2,,,,480 sqft,,
904,1 BHK Ready to Occupy Flat for sale Anand Nagar Thane West,"Carefully laid out in the prime location of Anand Nagar Thane West in Thane, this spacious 1 BHK flat on sale is a meticulously planned project. Invest your valuable money in this flat that is for sale. This ready to move flat is offered at an economical price of INR 62 Lac. The spacious apartment is unfurnished.",62 Lac ,11273,thane,,Ready to Move,12 out of 19,New Property,Unfurnished,,,,2,,,,550 sqft,,
905,2 BHK Ready to Occupy Flat for sale in Lodha Casa Bella City Dombivli East,"This ready to move-in 2 BHK flat is available for sale at the premium Dombivli East in Thane. Located in the Lodha Casa Bella City township, the flat enjoys access to the prime spots in the city. Invest your valuable money in this flat that is for resale. You can buy this ready to move flat in Dombivli East at a reasonable price of INR 75 Lac. This contemporary apartment is semi-furnished. Landmarks near the apartment include opposite lodha xperia mall. gold course view from the living room..",75 Lac ,9868,thane,576 sqft,Ready to Move,15 out of 17,Resale,Semi-Furnished,East,Garden/Park,Lodha Casa Bella City,2,,,Co-operative Society,,,
906,1 BHK Ready to Occupy Flat for sale Badlapur,"Up for immediate sale is a 1 BHK apartment in Badlapur, Thane. Don't miss this bargain flat for sale. This flat for resale is the perfect property for you! This ready to move flat in Badlapur comes at an affordable price of INR 26 Lac. The flat is available in unfurnished condition.",26 Lac ,3768,thane,,Ready to Move,6 out of 7,Resale,Unfurnished,,,,1,,1 Open,,690 sqft,,
907,3 BHK Ready to Occupy Flat for sale in Sheth Avalon Majiwada,"Majiwada, Thane has an appealing 3 BHK flat for sale with various amenities. This flat is placed in a marvellous location within the Sheth Avalon complex. This apartment for sale is a great choice. This ready to move flat in Majiwada comes at an affordable price of INR 3.50 Cr. The flat is unfurnished and is suitable for any family size. The prime landmarks near this property are viviana mall.",3.50 Cr ,17500,thane,1250 sqft,Ready to Move,15 out of 30,New Property,Unfurnished,East,Garden/Park,Sheth Avalon,3,1,2 Covered,Freehold,,,
908,2 BHK Ready to Occupy Flat for sale Waghbil,"This lovely 2 BHK Flat in Waghbil, Thane is up for sale. This flat is an attractive property for resale. Available at a reasonable selling price of INR 1.95 Cr, this ready to move apartment in Waghbil is a great buy. You will find it semi-furnished. The flat is in close proximity to prominent landmarks like reputed schools, banks and atms are available nearby vicinity.",1.95 Cr ,22414,thane,870 sqft,Ready to Move,19 out of 28,Resale,Semi-Furnished,West,,,2,2,1 Covered,Freehold,,,
909,1 BHK Ready to Occupy Flat for sale Dombivli,"Have a look at this immaculate 1 BHK flat for sale in Dombivli, Thane. This is one of the best properties available for resale. This ready to move flat in Dombivli can be taken at a very economical pricing of INR 47 Lac. The spacious apartment is unfurnished.",47 Lac ,9792,thane,,Ready to Move,6 out of 8,Resale,Unfurnished,,,,1,,,,480 sqft,,
910,3 BHK Ready to Occupy Flat for sale Ulhasnagar,"This exquisite 3 BHK Flat is offered for sale in Ulhas nagar, Thane. This is one of the best properties available for resale. This ready to move flat located in Ulhas nagar is available for purchase at a fair price of INR 1.60 Cr. The flat is sold in semi-furnished condition.",1.60 Cr ,6275,thane,,Ready to Move,4 out of 7,Resale,Semi-Furnished,,,,3,,,,2550 sqft,,
911,3 BHK Ready to Occupy Flat for sale in Sheth Avalon Majiwada,"Carefully laid out in the prime location of Majiwada in Thane, this spacious 3 BHK flat on sale is a meticulously planned project. It is in a prime location within the Sheth Avalon. This apartment for sale is a great choice. Available at a reasonable selling price of INR 2.95 Cr, this ready to move apartment in Majiwada is a great buy. Available in unfurnished state, this flat is a great buy. The flat is in close proximity to prominent landmarks like viviana mall.",2.95 Cr ,16857,thane,1090 sqft,Ready to Move,12 out of 30,New Property,Unfurnished,East,Garden/Park,Sheth Avalon,2,1,1 Covered,Freehold,,,
912,2 BHK Ready to Occupy Flat for sale in Tata Amantra Kalyan,"Kalyan, Thane has an attractive 2 BHK Flat for sale. Enjoying a prime location, this property is housed in the Tata Amantra society. This flat is an attractive property for resale. In Kalyan, this ready to move flat is available at an attractive price of INR 60 Lac. The flat is unfurnished and makes for an ideal choice for any family.",60 Lac ,5556,thane,,Ready to Move,11 out of 20,Resale,Unfurnished,,,Tata Amantra,2,,,,1080 sqft,,
913,1 BHK Ready to Occupy Flat for sale Shivaji Nagar Thane West,"Have a look at this immaculate 1 BHK flat for sale in Shivaji Nagar Thane West, Thane. Your hunt for the perfect apartment for resale comes to an end here. This ready to move flat in Shivaji Nagar Thane West can be availed at a reasonable price of INR 35 Lac. It is a furnished apartment.",35 Lac ,,thane,500 sqft,Ready to Move,1 out of 5,Resale,Furnished,,,,1,,,,,,
